Chemical,logFC,AveExpr,t,P.Value,adj.P.Val,B
Threonic.acid,0.01280665,-1.471337896,0.035967779,0.971736749,0.999669891,-4.646622378
X3.5.Dichloro.4.hydroxyphenylpyruvate,-0.012196364,-1.000581966,-0.035766239,0.971895047,0.999669891,-4.646623129
X18.fluoro.octadecanoic.acid...6.6802497,0.008097157,-0.995349234,0.035611294,0.972016747,0.999669891,-4.646623704
C3.H.Cl2.N3.O4.S...2.9340768,0.010751286,-0.802377929,0.034397408,0.972970209,0.999669891,-4.646628118
PS.P.20.0.17.2.9Z.12Z.....19.322262,-0.01370265,-0.455017371,-0.033413821,0.973742812,0.999669891,-4.646631582
PS.20.1.11Z..22.1.11Z.....16.900417,-0.012261521,-0.4422865,-0.033159826,0.973942328,0.999669891,-4.646632461
C5.H.Cl.N2.O.S3,-0.011524243,0.069646,-0.032881942,0.974160611,0.999669891,-4.646633414
C40.H70.N16.O3,-0.012655229,-0.954316882,-0.032865947,0.974173175,0.999669891,-4.646633469
C45.H81.N.O4.S2,-0.010908886,0.088357146,-0.032570778,0.974405039,0.999669891,-4.646634472
DG.22.5.7Z.10Z.13Z.16Z.19Z..24.0.0.0.,-0.011182,0.059014154,-0.032116689,0.974761743,0.999669891,-4.646635998
PS.17.0.21.0....20.296875,0.012912393,-0.513690014,0.031634638,0.975140418,0.999669891,-4.646637594
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6....18.8217,0.007063021,0.855877563,0.031608689,0.975160802,0.999669891,-4.646637679
C51.H100.Cl.N.O5.S,0.01067075,0.712100511,0.030947498,0.975680211,0.999669891,-4.646639828
C4.H2.Cl2.O2.S2...2.366875,-0.011844179,-0.036521146,-0.030581324,0.975967869,0.999669891,-4.646640998
all.trans.Decaprenyl.diphosphate...15.51421,-0.008760671,-1.311623807,-0.030289482,0.976197137,0.999669891,-4.646641921
C40.H84.N8.O5.S2,-0.011971007,-0.078745182,-0.030260349,0.976220024,0.999669891,-4.646642012
X.2S..5.7.3..4..Tetrahydroxyflavanone.7..6.galloylglucoside.,0.011237007,-0.857439596,0.030043328,0.976390514,0.999669891,-4.646642692
Lactosylceramide..d18.1.18.0....6.345857,-0.0084509,-1.461202318,-0.029953438,0.976461132,0.999669891,-4.646642972
PS.20.2.11Z.14Z..18.0....12.089485,-0.007387079,-1.787206334,-0.029701943,0.976658707,0.999669891,-4.646643752
C18.H35.Cl.O21,-0.00908335,0.519515996,-0.029496088,0.976820428,0.999669891,-4.646644385
X307.1865.13.854711,0.010387536,-0.337674757,0.029019861,0.97719456,0.999669891,-4.646645832
PS.22.1.11Z..18.0....16.230082,0.01168285,-0.279973007,0.028897561,0.977290642,0.999669891,-4.6466462
Protopanaxadiol,0.008296043,-0.294721734,0.028801612,0.977366022,0.999669891,-4.646646488
C28.H62.Cl.N7...9.872409,-0.008410671,-0.467859702,-0.027765752,0.978179835,0.999669891,-4.646649531
C3.H11.Cl.N4.S3...1.7333479,-0.010815736,-0.024828157,-0.027681112,0.978246332,0.999669891,-4.646649775
PS.20.2.11Z.14Z..18.0....11.666679,0.00971135,0.288815884,0.027478047,0.978405872,0.999669891,-4.646650357
C4.H2.Cl2.O2.S2...1.7453333,-0.007476379,-0.671566509,-0.025792365,0.979730275,0.999669891,-4.646655021
DG.22.2.13Z.16Z..22.5.7Z.10Z.13Z.16Z.19Z..0.0..iso2....11.3609295,0.010239457,-0.029820248,0.025490644,0.979967337,0.999669891,-4.646655825
PA.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....21.97241,-0.008977586,-0.517663138,-0.025100278,0.98027405,0.999669891,-4.646656851
PI.20.2.11Z.14Z..18.2.9Z.12Z.....13.7678175,-0.009487743,0.886264832,-0.02474848,0.980550463,0.999669891,-4.646657762
C5.H5.Cl.O.S...22.531183,0.010034443,0.666418118,0.024692352,0.980594564,0.999669891,-4.646657906
X...N..1.methyl.2.hydroxy.2.phenyl.ethyl..arachidonyl.amine,0.006930793,0.519550598,0.024442228,0.980791091,0.999669891,-4.646658545
C3.H6.N4.O3,-0.007435457,0.247454552,-0.02403839,0.981108398,0.999669891,-4.646659562
Lactosylceramide..d18.1.18.0....6.2610955,-0.007136843,-1.678317811,-0.023768449,0.981320501,0.999669891,-4.646660232
C46.H78.N8.O3...15.63619,0.008429329,-1.160542057,0.021321797,0.983242985,0.999669891,-4.646665963
X.R..benzyl.Mandelate,0.002989071,-1.172471021,0.021101611,0.983416004,0.999669891,-4.646666448
C20.H32.N4,-0.00703485,1.512853438,-0.020682685,0.983745192,0.999669891,-4.646667357
PS.P.20.0.17.2.9Z.12Z.....19.374153,-0.007487143,-0.482218189,-0.020405857,0.983962722,0.999669891,-4.646667948
X147.9732.22.851536,0.007614907,-0.80688777,0.020321671,0.984028876,0.999669891,-4.646668126
Cys.Cys.Cys...0.9233637,0.006886071,-1.319239707,0.020303167,0.984043417,0.999669891,-4.646668165
C52.H84.N6.O3.S,0.007157729,-1.269461189,0.020263639,0.984074478,0.999669891,-4.646668249
C33.H61.N3.O2...9.773412,0.007555179,-1.255309321,0.019417951,0.984739027,0.999669891,-4.646669992
PE.20.1.11Z..18.2.9Z.12Z.....21.957258,-0.007106643,-0.661824846,-0.019227077,0.984889019,0.999669891,-4.646670375
C42.H72.N16.O3...21.198793,0.00725014,-1.889309744,0.019116266,0.984976097,0.999669891,-4.646670596
C3.H.Cl2.N3.O4.S,0.005480429,-0.946901741,0.018799302,0.985225175,0.999669891,-4.64667122
Photinus.luciferin,0.006821036,-0.037042183,0.018737944,0.985273391,0.999669891,-4.64667134
TG.16.1.9Z..16.1.9Z..16.1.9Z.....22.735641,0.00685785,0.452706688,0.018530606,0.985436323,0.999669891,-4.646671741
Cerebroside.D...16.776764,0.00638655,-0.011650657,0.018460457,0.985491449,0.999669891,-4.646671876
PI.20.2.11Z.14Z..18.2.9Z.12Z.....14.685273,0.007079821,-0.461592411,0.017591267,0.986174491,0.999669891,-4.646673504
PS.21.0.22.4.7Z.10Z.13Z.16Z.....21.083591,0.005792043,0.519946977,0.016999346,0.986639652,0.999669891,-4.646674567
PS.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....17.982857,-0.005313929,-0.592083754,-0.016929727,0.986694362,0.999669891,-4.64667469
PE.O.20.0.0.0.,-0.004199164,0.336798677,-0.016349951,0.987149983,0.999669891,-4.646675692
C30.H56.N2.S...18.965378,0.004672093,-1.259029254,0.01625769,0.987222488,0.999669891,-4.646675849
PS.22.0.18.2.9Z.12Z.....15.348374,0.005605136,-0.297610323,0.016229141,0.987244923,0.999669891,-4.646675897
TG.16.1.9Z..16.1.9Z..16.1.9Z..,-0.005827093,0.461980118,-0.015953072,0.987461877,0.999669891,-4.646676358
PE.20.1.11Z..18.2.9Z.12Z.....22.195517,-0.006205871,-0.489676511,-0.015898373,0.987504863,0.999669891,-4.646676449
X25.Hydroxyvitamin.D2.25..beta.glucuronide.,0.00323265,-0.711244954,0.01406883,0.988942663,0.999669891,-4.646679297
PI.20.2.11Z.14Z..18.2.9Z.12Z.....14.769357,-0.004184543,1.121569763,-0.013957932,0.989029817,0.999669891,-4.646679458
X.R..Mevalonic.acid...1.9324499,0.005131479,-1.443986067,0.013820892,0.989137516,0.999669891,-4.646679656
C39.H74.N4.S2,-0.004458536,1.852807654,-0.013252223,0.989584431,0.999669891,-4.646680456
X418.3338.7.7759004,-0.005487643,-0.688984427,-0.013150891,0.989664068,0.999669891,-4.646680595
PE.20.0.22.1.13Z.....21.414179,-0.004837948,-1.998353495,-0.013144071,0.989669427,0.999669891,-4.646680604
Lenthionine,-0.004246857,1.058228007,-0.012048546,0.990530409,0.999669891,-4.646682038
Methanophenazine...13.782385,0.003747243,0.517288061,0.011823654,0.990707154,0.999669891,-4.646682317
C53.H99.N3.S3,-0.004499929,0.649409071,-0.011215023,0.991185488,0.999669891,-4.646683045
C14.H30.O8,0.003220029,-0.190330893,0.010941796,0.991400223,0.999669891,-4.64668336
PI.20.2.11Z.14Z..18.2.9Z.12Z.....14.299377,-0.00435905,-0.435897788,-0.01093908,0.991402358,0.999669891,-4.646683363
PS.20.2.11Z.14Z..22.2.13Z.16Z.....14.283586,-0.003563071,-0.783510368,-0.010493568,0.991752497,0.999669891,-4.646683859
X196.9142.2.8142314,0.003370057,1.156208095,0.010345529,0.991868845,0.999669891,-4.646684019
N..2.hydroxyethyl.hexacosanamide,-0.003471071,-0.083494,-0.010163241,0.992012111,0.999669891,-4.646684213
C36.H74.N18.O2,0.002921193,-0.279739488,0.008443255,0.993363912,0.999669891,-4.646685876
X469.2919.8.828092,-0.00199345,-0.907834729,-0.008369016,0.993422259,0.999669891,-4.646685941
X218.1645.0.53595006,-0.0028265,-0.155727761,-0.008249935,0.99351585,0.999669891,-4.646686043
C5.H5.Cl.O.S...10.886,-0.002465729,1.833961168,-0.008050036,0.99367296,0.999669891,-4.646686213
PI.20.2.11Z.14Z..18.2.9Z.12Z.....15.1206255,-0.002921207,-0.951305393,-0.007568966,0.994051056,0.999669891,-4.646686603
PS.18.4.6Z.9Z.12Z.15Z..22.0....11.644333,-0.001771521,0.507853736,-0.007305673,0.994257991,0.999669891,-4.646686807
X872.6982.18.584389,-0.0025444,-0.694524752,-0.007158728,0.994373482,0.999669891,-4.646686917
C18.H16.Cl2.N2.S2,0.002346993,0.865373211,0.006825034,0.99463575,0.999669891,-4.646687159
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6.,-0.001891286,-0.070182732,-0.006525836,0.994870907,0.999669891,-4.646687367
PS.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....17.364279,-0.002326346,-0.9411265,-0.006096096,0.995208663,0.999669891,-4.646687649
X118.0725.0.50100005,-0.002269857,0.283626339,-0.006052691,0.995242777,0.999669891,-4.646687676
C42.H81.Cl.N10.O.S2,-0.001315693,-0.876496566,-0.005746098,0.995483748,0.999669891,-4.646687864
X846.623.20.779871,0.002401536,-0.324578739,0.005536448,0.995648524,0.999669891,-4.646687987
LacCer.d18.1.14.0....12.610251,0.001991807,0.619696225,0.005404711,0.995752064,0.999669891,-4.646688062
PS.18.0.20.0....16.763529,0.001899514,-0.718689279,0.00536215,0.995785515,0.999669891,-4.646688086
C11.H16.O3.S,-0.001301514,1.29137735,-0.004370038,0.996565279,0.999669891,-4.646688587
PI.O.16.0.20.0.,0.001240814,-0.966907377,0.004258995,0.996652555,0.999669891,-4.646688637
C4.H4.Cl2.S3...3.2896001,0.001523543,-0.217259689,0.00415968,0.996730613,0.999669891,-4.64668868
Epithienamycin.F,-0.001113343,0.526325941,-0.003822339,0.996995752,0.999669891,-4.64668882
C29.H12.N10.O.S3,-0.001272679,0.340833729,-0.003742113,0.997058807,0.999669891,-4.646688852
C26.H13.Cl.O2,-0.00125285,-1.285677904,-0.003683061,0.997105219,0.999669891,-4.646688874
all.trans.Decaprenyl.diphosphate...14.932517,-0.001419379,-0.944495948,-0.003585518,0.997181885,0.999669891,-4.646688911
Nereistoxin,-0.001321414,-1.006299111,-0.003553193,0.997207292,0.999669891,-4.646688923
C11.H21.Cl3.O4.S5,0.001322321,-1.183326639,0.003402572,0.997325675,0.999669891,-4.646688978
DG.22.3.10Z.13Z.16Z..22.2.13Z.16Z..0.0..iso2....12.295858,-0.001224614,0.0184246,-0.003136192,0.997535041,0.999669891,-4.646689068
PA.O.20.0.0.0.,-0.000718207,0.128740734,-0.003073021,0.997584692,0.999669891,-4.646689089
C51.H100.Cl2.O2.S...18.672522,-0.000580864,0.975342043,-0.002586414,0.99796715,0.999669891,-4.646689232
PS.20.2.11Z.14Z..22.2.13Z.16Z.....14.826545,-0.00070375,-0.027834161,-0.002477629,0.998052652,0.999669891,-4.64668926
C4.H4.Cl2.S3,0.000641493,-0.991708279,0.00149982,0.998821182,0.999669891,-4.646689462
C7.H.Cl,-0.0004764,-0.610975814,-0.00128615,0.998989121,0.999669891,-4.646689493
C49.H65.N5,-0.000398629,-1.002584543,-0.001155857,0.999091527,0.999669891,-4.64668951
TG.17.0.17.1.9Z..18.3.9Z.12Z.15Z...iso6....18.231525,-0.000375,-0.112724189,-0.001079213,0.999151767,0.999669891,-4.646689519
C33.H11.Cl.O3.S3,-0.000348221,-0.343072923,-0.001021764,0.999196921,0.999669891,-4.646689525
C40.H86.Cl2.N8.O6,0.000332407,-0.122730098,0.00091081,0.999284127,0.999669891,-4.646689536
C3.H.Cl2.N3.O4.S...3.4573843,-0.000205029,-0.893740404,-0.000886779,0.999303015,0.999669891,-4.646689538
C36.H20.N6.O8.S4,0.000169229,0.877713632,0.000420001,0.999669891,0.999669891,-4.64668957
